source_url,old_path,new_path,status
https://adfin.com/post/former-adyen-uk-managing-director-myles-dawson-joins-adfin,/post/former-adyen-uk-managing-director-myles-dawson-joins-adfin,/blog/former-adyen-uk-managing-director-myles-dawson-joins-adfin,moves
https://adfin.com/post/employee-spotlight-meet-patrick-buhagiar-our-new-senior-software-engineer,/post/employee-spotlight-meet-patrick-buhagiar-our-new-senior-software-engineer,/blog/employee-spotlight-meet-patrick-buhagiar-our-new-senior-software-engineer,moves
https://adfin.com/post/spotlight-beth-nara-accountancy,/post/spotlight-beth-nara-accountancy,/blog/spotlight-beth-nara-accountancy,moves
https://adfin.com/post/spotlight-of-the-week-paul-barnes-from-cass,/post/spotlight-of-the-week-paul-barnes-from-cass,/blog/spotlight-of-the-week-paul-barnes-from-cass,moves
https://adfin.com/post/inside-adfins-ai-development-framework,/post/inside-adfins-ai-development-framework,/blog/inside-adfins-ai-development-framework,moves
https://adfin.com/post/how-helpbox-uk-cut-payment-costs-and-simplified-operations-with-adfin,/post/how-helpbox-uk-cut-payment-costs-and-simplified-operations-with-adfin,/blog/how-helpbox-uk-cut-payment-costs-and-simplified-operations-with-adfin,moves
https://adfin.com/post/how-adfin-autopilot-helps-pillow-may,/post/how-adfin-autopilot-helps-pillow-may,/blog/how-adfin-autopilot-helps-pillow-may,moves
https://adfin.com/post/how-adfin-delivers-quality-products-faster-than-the-speed-of-light,/post/how-adfin-delivers-quality-products-faster-than-the-speed-of-light,/blog/how-adfin-delivers-quality-products-faster-than-the-speed-of-light,moves
https://adfin.com/post/how-adfin-puts-customers-first-our-approach-to-support-and-operations,/post/how-adfin-puts-customers-first-our-approach-to-support-and-operations,/blog/how-adfin-puts-customers-first-our-approach-to-support-and-operations,moves
https://adfin.com/post/spotlight-of-the-week-karolina-hranyczka,/post/spotlight-of-the-week-karolina-hranyczka,/blog/spotlight-of-the-week-karolina-hranyczka,moves
https://adfin.com/post/how-ljm-bookkeeping-took-the-awkwardness-out-of-getting-paid-with-adfin-and-socket,/post/how-ljm-bookkeeping-took-the-awkwardness-out-of-getting-paid-with-adfin-and-socket,/blog/how-ljm-bookkeeping-took-the-awkwardness-out-of-getting-paid-with-adfin-and-socket,moves
https://adfin.com/post/streamlining-billing-efficiency-with-adfin,/post/streamlining-billing-efficiency-with-adfin,/blog/streamlining-billing-efficiency-with-adfin,moves
https://adfin.com/post/how-wild-bookkeeping-got-paid-in-half-the-time-using-adfins-whatsapp-payment-links,/post/how-wild-bookkeeping-got-paid-in-half-the-time-using-adfins-whatsapp-payment-links,/blog/how-wild-bookkeeping-got-paid-in-half-the-time-using-adfins-whatsapp-payment-links,moves
https://adfin.com/post/how-can-adfin-be-lower-cost-than-competitors,/post/how-can-adfin-be-lower-cost-than-competitors,/blog/how-can-adfin-be-lower-cost-than-competitors,moves
https://adfin.com/post/how-to-stop-chasing-overdue-payments,/post/how-to-stop-chasing-overdue-payments,/blog/how-to-stop-chasing-overdue-payments,moves
https://adfin.com/post/consolidating-ar,/post/consolidating-ar,/blog/consolidating-ar,moves
https://adfin.com/post/domain-driven-design,/post/domain-driven-design,/blog/domain-driven-design,moves
https://adfin.com/post/inside-the-adfin-tea-party,/post/inside-the-adfin-tea-party,/blog/inside-the-adfin-tea-party,moves
https://adfin.com/post/introducing-instalment-plans-saving-you-time-and-keeping-cash-flowing,/post/introducing-instalment-plans-saving-you-time-and-keeping-cash-flowing,/blog/introducing-instalment-plans-saving-you-time-and-keeping-cash-flowing,moves
https://adfin.com/post/www-adfin-com-post-new-abc-club,/post/www-adfin-com-post-new-abc-club,/blog/www-adfin-com-post-new-abc-club,moves
https://adfin.com/post/adfin-automates-payment-collection-end-to-end-for-the-first-time,/post/adfin-automates-payment-collection-end-to-end-for-the-first-time,/blog/adfin-automates-payment-collection-end-to-end-for-the-first-time,moves
https://adfin.com/post/launching-invoice-payments-as-a-platform,/post/launching-invoice-payments-as-a-platform,/blog/launching-invoice-payments-as-a-platform,moves
https://adfin.com/post/my-first-4-weeks-at-adfin,/post/my-first-4-weeks-at-adfin,/blog/my-first-4-weeks-at-adfin,moves
https://adfin.com/post/spotlight-of-the-week-louise-moore,/post/spotlight-of-the-week-louise-moore,/blog/spotlight-of-the-week-louise-moore,moves
https://adfin.com/post/adfin-autopilot-for-credit-control,/post/adfin-autopilot-for-credit-control,/blog/adfin-autopilot-for-credit-control,moves
https://adfin.com/post/meet-andy-brown,/post/meet-andy-brown,/blog/meet-andy-brown,moves
https://adfin.com/post/spotlight-week-meet-chris-carty-our-new-solutions-delivery-specialist,/post/spotlight-week-meet-chris-carty-our-new-solutions-delivery-specialist,/blog/spotlight-week-meet-chris-carty-our-new-solutions-delivery-specialist,moves
https://adfin.com/post/meet-dan-cojocaru,/post/meet-dan-cojocaru,/blog/meet-dan-cojocaru,moves
https://adfin.com/post/spotlight-week-meet-ema-damian-our-new-software-engineer,/post/spotlight-week-meet-ema-damian-our-new-software-engineer,/blog/spotlight-week-meet-ema-damian-our-new-software-engineer,moves
https://adfin.com/post/spotlight-of-the-week---meet-georgii-perepecho-software-engineer-at-adfin,/post/spotlight-of-the-week---meet-georgii-perepecho-software-engineer-at-adfin,/blog/spotlight-of-the-week---meet-georgii-perepecho-software-engineer-at-adfin,moves
https://adfin.com/post/employee-spotlight-meet-lena-gryn-head-of-product-design,/post/employee-spotlight-meet-lena-gryn-head-of-product-design,/blog/employee-spotlight-meet-lena-gryn-head-of-product-design,moves
https://adfin.com/post/employee-spotlight-lucy-grant,/post/employee-spotlight-lucy-grant,/blog/employee-spotlight-lucy-grant,moves
https://adfin.com/post/spotlight-week-meet-robert-tabacaru-our-new-software-engineer,/post/spotlight-week-meet-robert-tabacaru-our-new-software-engineer,/blog/spotlight-week-meet-robert-tabacaru-our-new-software-engineer,moves
https://adfin.com/post/spotlight-week-meet-sergiu-dinu-our-new-ai-engineer,/post/spotlight-week-meet-sergiu-dinu-our-new-ai-engineer,/blog/spotlight-week-meet-sergiu-dinu-our-new-ai-engineer,moves
https://adfin.com/post/meet-toby-piper,/post/meet-toby-piper,/blog/meet-toby-piper,moves
https://adfin.com/post/spotlight-of-the-week-monika-oppic,/post/spotlight-of-the-week-monika-oppic,/blog/spotlight-of-the-week-monika-oppic,moves
https://adfin.com/post/moving-direct-debits-to-adfin-is-easier-than-you-think,/post/moving-direct-debits-to-adfin-is-easier-than-you-think,/blog/moving-direct-debits-to-adfin-is-easier-than-you-think,moves
https://adfin.com/post/spotlight-week-meet-nathan-hall-our-new-platforms-lead,/post/spotlight-week-meet-nathan-hall-our-new-platforms-lead,/blog/spotlight-week-meet-nathan-hall-our-new-platforms-lead,moves
https://adfin.com/post/spotlight-of-the-week-neil-criddle,/post/spotlight-of-the-week-neil-criddle,/blog/spotlight-of-the-week-neil-criddle,moves
https://adfin.com/post/spotlight-of-the-week-nicola-hageman,/post/spotlight-of-the-week-nicola-hageman,/blog/spotlight-of-the-week-nicola-hageman,moves
https://adfin.com/post/spotlight-of-the-week-nicola-barnett,/post/spotlight-of-the-week-nicola-barnett,/blog/spotlight-of-the-week-nicola-barnett,moves
https://adfin.com/post/on-call-at-adfin,/post/on-call-at-adfin,/blog/on-call-at-adfin,moves
https://adfin.com/post/one-year-at-adfin-becoming-a-builder,/post/one-year-at-adfin-becoming-a-builder,/blog/one-year-at-adfin-becoming-a-builder,moves
https://adfin.com/post/how-adfin-consolidates-all-your-payment-tools-in-one-place,/post/how-adfin-consolidates-all-your-payment-tools-in-one-place,/blog/how-adfin-consolidates-all-your-payment-tools-in-one-place,moves
https://adfin.com/post/product-updates-from-adfin-october,/post/product-updates-from-adfin-october,/blog/product-updates-from-adfin-october,moves
https://adfin.com/post/say-hello-to-adfin-bank-transfer-a-smarter-way-to-get-paid,/post/say-hello-to-adfin-bank-transfer-a-smarter-way-to-get-paid,/blog/say-hello-to-adfin-bank-transfer-a-smarter-way-to-get-paid,moves
https://adfin.com/post/adfins-ongoing-ui-evolution,/post/adfins-ongoing-ui-evolution,/blog/adfins-ongoing-ui-evolution,moves
https://adfin.com/post/still-early-still-learning,/post/still-early-still-learning,/blog/still-early-still-learning,moves
https://adfin.com/post/taking-a-leap-jims-journey,/post/taking-a-leap-jims-journey,/blog/taking-a-leap-jims-journey,moves
https://adfin.com/post/the-path-to-double-zero,/post/the-path-to-double-zero,/blog/the-path-to-double-zero,moves
https://adfin.com/post/time-to-get-paid-what-the-uks-new-late-payment-policy-means-for-you,/post/time-to-get-paid-what-the-uks-new-late-payment-policy-means-for-you,/blog/time-to-get-paid-what-the-uks-new-late-payment-policy-means-for-you,moves
https://adfin.com/post/starting-with-direct-debits,/post/starting-with-direct-debits,/blog/starting-with-direct-debits,moves
https://adfin.com/post/weve-raised-more-money-but-now-back-to-work,/post/weve-raised-more-money-but-now-back-to-work,/blog/weve-raised-more-money-but-now-back-to-work,moves
https://adfin.com/post/saas-platform-payment-solution,/post/saas-platform-payment-solution,/blog/saas-platform-payment-solution,moves
https://adfin.com/post/getting-paid-for-accounting-firms,/post/getting-paid-for-accounting-firms,/blog/getting-paid-for-accounting-firms,moves
https://adfin.com/post/why-getting-paid-is-still-a-headache-debunking-the-myths-and-understanding-the-problems,/post/why-getting-paid-is-still-a-headache-debunking-the-myths-and-understanding-the-problems,/blog/why-getting-paid-is-still-a-headache-debunking-the-myths-and-understanding-the-problems,moves
https://adfin.com/post/fair-payment-code,/post/fair-payment-code,/blog/fair-payment-code,moves
https://adfin.com/post/series-a,/post/series-a,/blog/series-a,moves
https://adfin.com/post/small-business-protections-bill-late-fees,/post/small-business-protections-bill-late-fees,/blog/small-business-protections-bill-late-fees,moves
https://adfin.com/post/unity-accountancy-credit-control-service,/post/unity-accountancy-credit-control-service,/blog/unity-accountancy-credit-control-service,moves
https://adfin.com/post/customer-agents-launch,/post/customer-agents-launch,/blog/customer-agents-launch,moves
https://adfin.com/post/new-referral-offer,/post/new-referral-offer,/blog/new-referral-offer,moves
https://adfin.com/post/the-human-impact-of-late-payments-and-the-solution-in-technology,/post/the-human-impact-of-late-payments-and-the-solution-in-technology,/blog/the-human-impact-of-late-payments-and-the-solution-in-technology,moves
https://adfin.com/post/the-passenger-princess-thinks,/post/the-passenger-princess-thinks,/blog/the-passenger-princess-thinks,moves
https://adfin.com/post/tea-with-adfin-bev-flanagan,/post/tea-with-adfin-bev-flanagan,/blog/tea-with-adfin-bev-flanagan,moves
https://adfin.com/post/tea-with-adfin-james-lizars,/post/tea-with-adfin-james-lizars,/blog/tea-with-adfin-james-lizars,moves
https://adfin.com/post/tea-with-adfin-ben-brophy,/post/tea-with-adfin-ben-brophy,/blog/tea-with-adfin-ben-brophy,moves
https://adfin.com/changelog/adfin-autopilot-for-smarter-credit-control,/changelog/adfin-autopilot-for-smarter-credit-control,/changelog/adfin-autopilot-for-smarter-credit-control,no change
https://adfin.com/changelog/an-upgraded-look-for-your-direct-debit-mandate-page,/changelog/an-upgraded-look-for-your-direct-debit-mandate-page,/changelog/an-upgraded-look-for-your-direct-debit-mandate-page,no change
https://adfin.com/changelog/customise-your-layouts-and-save-views,/changelog/customise-your-layouts-and-save-views,/changelog/customise-your-layouts-and-save-views,no change
https://adfin.com/changelog/enhanced-direct-debit-statuses,/changelog/enhanced-direct-debit-statuses,/changelog/enhanced-direct-debit-statuses,no change
https://adfin.com/changelog/view-and-select-your-default-workflow,/changelog/view-and-select-your-default-workflow,/changelog/view-and-select-your-default-workflow,no change
https://adfin.com/changelog/a-better-way-to-manage-your-recurring-invoices-and-payments,/changelog/a-better-way-to-manage-your-recurring-invoices-and-payments,/changelog/a-better-way-to-manage-your-recurring-invoices-and-payments,no change
https://adfin.com/changelog/a-fresh-new-look-for-adfin,/changelog/a-fresh-new-look-for-adfin,/changelog/a-fresh-new-look-for-adfin,no change
https://adfin.com/changelog/bank-transfer-with-automated-credit-control-and-reconciliation,/changelog/bank-transfer-with-automated-credit-control-and-reconciliation,/changelog/bank-transfer-with-automated-credit-control-and-reconciliation,no change
https://adfin.com/changelog/add-adfin-payment-links-to-your-xero-invoices,/changelog/add-adfin-payment-links-to-your-xero-invoices,/changelog/add-adfin-payment-links-to-your-xero-invoices,no change
https://adfin.com/changelog/add-multi-factor-authentication-to-keep-your-account-secure,/changelog/add-multi-factor-authentication-to-keep-your-account-secure,/changelog/add-multi-factor-authentication-to-keep-your-account-secure,no change
https://adfin.com/changelog/add-your-signature-to-autopilot-emails,/changelog/add-your-signature-to-autopilot-emails,/changelog/add-your-signature-to-autopilot-emails,no change
https://adfin.com/changelog/additional-adfin-user-email-notifications,/changelog/additional-adfin-user-email-notifications,/changelog/additional-adfin-user-email-notifications,no change
https://adfin.com/changelog/adfin-autopilot-integrated-into-workflows,/changelog/adfin-autopilot-integrated-into-workflows,/changelog/adfin-autopilot-integrated-into-workflows,no change
https://adfin.com/changelog/adfin-on-demand-to-take-deposits-on-card-before-requesting-a-direct-debit-mandate,/changelog/adfin-on-demand-to-take-deposits-on-card-before-requesting-a-direct-debit-mandate,/changelog/adfin-on-demand-to-take-deposits-on-card-before-requesting-a-direct-debit-mandate,no change
https://adfin.com/changelog/adfin-is-live-for-businesses-based-in-guernsey,/changelog/adfin-is-live-for-businesses-based-in-guernsey,/changelog/adfin-is-live-for-businesses-based-in-guernsey,no change
https://adfin.com/changelog/allow-customers-to-make-partial-payments,/changelog/allow-customers-to-make-partial-payments,/changelog/allow-customers-to-make-partial-payments,no change
https://adfin.com/changelog/delete-and-archive-customers,/changelog/delete-and-archive-customers,/changelog/delete-and-archive-customers,no change
https://adfin.com/changelog/auto-collect-as-a-backup-for-tricky-payers,/changelog/auto-collect-as-a-backup-for-tricky-payers,/changelog/auto-collect-as-a-backup-for-tricky-payers,no change
https://adfin.com/changelog/notifications-now-automatically-fall-back-to-sms-when-a-whatsapp-message-fails,/changelog/notifications-now-automatically-fall-back-to-sms-when-a-whatsapp-message-fails,/changelog/notifications-now-automatically-fall-back-to-sms-when-a-whatsapp-message-fails,no change
https://adfin.com/changelog/automatic-invoice-migration-for-xero-and-quickbooks,/changelog/automatic-invoice-migration-for-xero-and-quickbooks,/changelog/automatic-invoice-migration-for-xero-and-quickbooks,no change
https://adfin.com/changelog/automatically-increase-prices-on-your-recurring-invoices,/changelog/automatically-increase-prices-on-your-recurring-invoices,/changelog/automatically-increase-prices-on-your-recurring-invoices,no change
https://adfin.com/changelog/bulk-actions-to-save-you-time,/changelog/bulk-actions-to-save-you-time,/changelog/bulk-actions-to-save-you-time,no change
https://adfin.com/changelog/change-an-invoice-between-on-demand-and-auto-collect,/changelog/change-an-invoice-between-on-demand-and-auto-collect,/changelog/change-an-invoice-between-on-demand-and-auto-collect,no change
https://adfin.com/changelog/clearer-bank-transfer-details-for-faster-payments,/changelog/clearer-bank-transfer-details-for-faster-payments,/changelog/clearer-bank-transfer-details-for-faster-payments,no change
https://adfin.com/changelog/copy-direct-debit-mandate-link,/changelog/copy-direct-debit-mandate-link,/changelog/copy-direct-debit-mandate-link,no change
https://adfin.com/changelog/payment-links,/changelog/payment-links,/changelog/payment-links,no change
https://adfin.com/changelog/create-invoices-on-adfin,/changelog/create-invoices-on-adfin,/changelog/create-invoices-on-adfin,no change
https://adfin.com/changelog/create-recurring-invoices-in-adfin,/changelog/create-recurring-invoices-in-adfin,/changelog/create-recurring-invoices-in-adfin,no change
https://adfin.com/changelog/customer-merge-suggestions,/changelog/customer-merge-suggestions,/changelog/customer-merge-suggestions,no change
https://adfin.com/changelog/view-and-manage-your-activity-by-customer,/changelog/view-and-manage-your-activity-by-customer,/changelog/view-and-manage-your-activity-by-customer,no change
https://adfin.com/changelog/custom-auto-collect-workflows-for-direct-debit-payments,/changelog/custom-auto-collect-workflows-for-direct-debit-payments,/changelog/custom-auto-collect-workflows-for-direct-debit-payments,no change
https://adfin.com/changelog/customise-your-chasing-workflows,/changelog/customise-your-chasing-workflows,/changelog/customise-your-chasing-workflows,no change
https://adfin.com/changelog/delete-any-invoice-that-isnt-in-submitted-or-paid-from-adfin,/changelog/delete-any-invoice-that-isnt-in-submitted-or-paid-from-adfin,/changelog/delete-any-invoice-that-isnt-in-submitted-or-paid-from-adfin,no change
https://adfin.com/changelog/direct-debit-payments-settle-2-days-faster,/changelog/direct-debit-payments-settle-2-days-faster,/changelog/direct-debit-payments-settle-2-days-faster,no change
https://adfin.com/changelog/say-hello-to-direct-debit-payments,/changelog/say-hello-to-direct-debit-payments,/changelog/say-hello-to-direct-debit-payments,no change
https://adfin.com/changelog/disable-payment-confirmation-emails-for-direct-debit-payments,/changelog/disable-payment-confirmation-emails-for-direct-debit-payments,/changelog/disable-payment-confirmation-emails-for-direct-debit-payments,no change
https://adfin.com/changelog/export-invoices-and-payments,/changelog/export-invoices-and-payments,/changelog/export-invoices-and-payments,no change
https://adfin.com/changelog/drag-and-drop-up-to-50-invoices-at-one-time,/changelog/drag-and-drop-up-to-50-invoices-at-one-time,/changelog/drag-and-drop-up-to-50-invoices-at-one-time,no change
https://adfin.com/changelog/easier-to-read-invoice-statuses,/changelog/easier-to-read-invoice-statuses,/changelog/easier-to-read-invoice-statuses,no change
https://adfin.com/changelog/easy-to-create-and-manage-instalment-plans,/changelog/easy-to-create-and-manage-instalment-plans,/changelog/easy-to-create-and-manage-instalment-plans,no change
https://adfin.com/changelog/export-payout-details-to-csv,/changelog/export-payout-details-to-csv,/changelog/export-payout-details-to-csv,no change
https://adfin.com/changelog/faster-and-more-accurate-invoice-upload,/changelog/faster-and-more-accurate-invoice-upload,/changelog/faster-and-more-accurate-invoice-upload,no change
https://adfin.com/changelog/use-our-onboarding-assistant-to-get-started,/changelog/use-our-onboarding-assistant-to-get-started,/changelog/use-our-onboarding-assistant-to-get-started,no change
https://adfin.com/changelog/god-mode-for-seamless-account-switching-and-credit-control-as-a-service,/changelog/god-mode-for-seamless-account-switching-and-credit-control-as-a-service,/changelog/god-mode-for-seamless-account-switching-and-credit-control-as-a-service,no change
https://adfin.com/changelog/import-and-sync-customers-your-way,/changelog/import-and-sync-customers-your-way,/changelog/import-and-sync-customers-your-way,no change
https://adfin.com/changelog/import-customers-from-xero,/changelog/import-customers-from-xero,/changelog/import-customers-from-xero,no change
https://adfin.com/changelog/invoicing-just-got-a-major-upgrade,/changelog/invoicing-just-got-a-major-upgrade,/changelog/invoicing-just-got-a-major-upgrade,no change
https://adfin.com/changelog/january-useablity-improvements,/changelog/january-useablity-improvements,/changelog/january-useablity-improvements,no change
https://adfin.com/changelog/credit-control-dashboard,/changelog/credit-control-dashboard,/changelog/credit-control-dashboard,no change
https://adfin.com/changelog/manage-credit-control-with-custom-statuses,/changelog/manage-credit-control-with-custom-statuses,/changelog/manage-credit-control-with-custom-statuses,no change
https://adfin.com/changelog/xero-and-quickbooks-improvements,/changelog/xero-and-quickbooks-improvements,/changelog/xero-and-quickbooks-improvements,no change
https://adfin.com/changelog/more-usability-improvements,/changelog/more-usability-improvements,/changelog/more-usability-improvements,no change
https://adfin.com/changelog/seamlessly-migrate-your-direct-debit-mandates-to-adfin,/changelog/seamlessly-migrate-your-direct-debit-mandates-to-adfin,/changelog/seamlessly-migrate-your-direct-debit-mandates-to-adfin,no change
https://adfin.com/changelog/new-settled-status-for-invoices,/changelog/new-settled-status-for-invoices,/changelog/new-settled-status-for-invoices,no change
https://adfin.com/changelog/new-and-improved-emails,/changelog/new-and-improved-emails,/changelog/new-and-improved-emails,no change
https://adfin.com/changelog/new-and-improved-onboarding,/changelog/new-and-improved-onboarding,/changelog/new-and-improved-onboarding,no change
https://adfin.com/changelog/upgraded-payment-and-direct-debit-mandate-pages,/changelog/upgraded-payment-and-direct-debit-mandate-pages,/changelog/upgraded-payment-and-direct-debit-mandate-pages,no change
https://adfin.com/changelog/new-bulk-actions,/changelog/new-bulk-actions,/changelog/new-bulk-actions,no change
https://adfin.com/changelog/accept-payments-immediately,/changelog/accept-payments-immediately,/changelog/accept-payments-immediately,no change
https://adfin.com/changelog/payment-success-emails,/changelog/payment-success-emails,/changelog/payment-success-emails,no change
https://adfin.com/changelog/performance-and-usability-improvements,/changelog/performance-and-usability-improvements,/changelog/performance-and-usability-improvements,no change
https://adfin.com/changelog/personalise-emails,/changelog/personalise-emails,/changelog/personalise-emails,no change
https://adfin.com/changelog/preview-adaptive-templates-before-sending,/changelog/preview-adaptive-templates-before-sending,/changelog/preview-adaptive-templates-before-sending,no change
https://adfin.com/changelog/quickbooks-is-now-live,/changelog/quickbooks-is-now-live,/changelog/quickbooks-is-now-live,no change
https://adfin.com/changelog/alerts-for-each-time-a-direct-debit-mandate-is-signed,/changelog/alerts-for-each-time-a-direct-debit-mandate-is-signed,/changelog/alerts-for-each-time-a-direct-debit-mandate-is-signed,no change
https://adfin.com/changelog/recurring-payments-are-here,/changelog/recurring-payments-are-here,/changelog/recurring-payments-are-here,no change
https://adfin.com/changelog/refer-you-clients-and-friends-with-a-dedicated-link,/changelog/refer-you-clients-and-friends-with-a-dedicated-link,/changelog/refer-you-clients-and-friends-with-a-dedicated-link,no change
https://adfin.com/changelog/reinstate-cancelled-direct-debit-mandates-with-one-click,/changelog/reinstate-cancelled-direct-debit-mandates-with-one-click,/changelog/reinstate-cancelled-direct-debit-mandates-with-one-click,no change
https://adfin.com/changelog/resend-payment-reminders-and-direct-debit-mandate-requests,/changelog/resend-payment-reminders-and-direct-debit-mandate-requests,/changelog/resend-payment-reminders-and-direct-debit-mandate-requests,no change
https://adfin.com/changelog/reusable-direct-debit-mandate-link-for-customer-signups,/changelog/reusable-direct-debit-mandate-link-for-customer-signups,/changelog/reusable-direct-debit-mandate-link-for-customer-signups,no change
https://adfin.com/changelog/see-when-a-direct-debit-payment-will-be-collected-from-your-customer-and-reach-your-bank,/changelog/see-when-a-direct-debit-payment-will-be-collected-from-your-customer-and-reach-your-bank,/changelog/see-when-a-direct-debit-payment-will-be-collected-from-your-customer-and-reach-your-bank,no change
https://adfin.com/changelog/select-how-you-sync-payments-to-xero,/changelog/select-how-you-sync-payments-to-xero,/changelog/select-how-you-sync-payments-to-xero,no change
https://adfin.com/changelog/select-whether-or-not-to-automatically-move-payments-over-to-auto-collect-when-a-mandate-is-signed,/changelog/select-whether-or-not-to-automatically-move-payments-over-to-auto-collect-when-a-mandate-is-signed,/changelog/select-whether-or-not-to-automatically-move-payments-over-to-auto-collect-when-a-mandate-is-signed,no change
https://adfin.com/changelog/select-which-direct-debit-mandate-to-keep-when-merging-customers,/changelog/select-which-direct-debit-mandate-to-keep-when-merging-customers,/changelog/select-which-direct-debit-mandate-to-keep-when-merging-customers,no change
https://adfin.com/changelog/send-emails-to-multiple-contacts,/changelog/send-emails-to-multiple-contacts,/changelog/send-emails-to-multiple-contacts,no change
https://adfin.com/changelog/autopilot-for-auto-collect,/changelog/autopilot-for-auto-collect,/changelog/autopilot-for-auto-collect,no change
https://adfin.com/changelog/send-personalised-sequenced-reminders-from-your-own-email-address,/changelog/send-personalised-sequenced-reminders-from-your-own-email-address,/changelog/send-personalised-sequenced-reminders-from-your-own-email-address,no change
https://adfin.com/changelog/set-default-payment-workflows-per-customer,/changelog/set-default-payment-workflows-per-customer,/changelog/set-default-payment-workflows-per-customer,no change
https://adfin.com/changelog/set-default-workflows-per-customer,/changelog/set-default-workflows-per-customer,/changelog/set-default-workflows-per-customer,no change
https://adfin.com/changelog/set-payment-limits-by-payment-method-and-by-customer,/changelog/set-payment-limits-by-payment-method-and-by-customer,/changelog/set-payment-limits-by-payment-method-and-by-customer,no change
https://adfin.com/changelog/opt-in-out-to-email-alerts-from-adfin,/changelog/opt-in-out-to-email-alerts-from-adfin,/changelog/opt-in-out-to-email-alerts-from-adfin,no change
https://adfin.com/changelog/your-business-name-on-customers-bank-statements-when-paying-with-direct-debit,/changelog/your-business-name-on-customers-bank-statements-when-paying-with-direct-debit,/changelog/your-business-name-on-customers-bank-statements-when-paying-with-direct-debit,no change
https://adfin.com/changelog/sign-in-with-xero,/changelog/sign-in-with-xero,/changelog/sign-in-with-xero,no change
https://adfin.com/changelog/simplified-direct-debit-mandate-statuses,/changelog/simplified-direct-debit-mandate-statuses,/changelog/simplified-direct-debit-mandate-statuses,no change
https://adfin.com/changelog/stop-payment-reminder-emails-being-sent-to-your-primary-contact,/changelog/stop-payment-reminder-emails-being-sent-to-your-primary-contact,/changelog/stop-payment-reminder-emails-being-sent-to-your-primary-contact,no change
https://adfin.com/changelog/enable-surcharging-and-get-paid-for-free,/changelog/enable-surcharging-and-get-paid-for-free,/changelog/enable-surcharging-and-get-paid-for-free,no change
https://adfin.com/changelog/sync-invoices-to-quickbooks,/changelog/sync-invoices-to-quickbooks,/changelog/sync-invoices-to-quickbooks,no change
https://adfin.com/changelog/sync-partial-payments-from-xero,/changelog/sync-partial-payments-from-xero,/changelog/sync-partial-payments-from-xero,no change
https://adfin.com/changelog/sync-prepayments-to-xero-to-save-time-allocating-payments,/changelog/sync-prepayments-to-xero-to-save-time-allocating-payments,/changelog/sync-prepayments-to-xero-to-save-time-allocating-payments,no change
